cumulative_distance,n_game_road_trip,win?
0,0,0
1390,1,1
0,0,0
411,1,1
1704,2,0
3042,3,0
0,0,0
1293,1,0
0,0,0
2205,1,1
3061,2,1
4553,3,1
0,0,1
0,0,1
1997,1,0
2580,2,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
1935,1,1
2472,2,0
2802,3,1
0,0,1
2629,1,1
3652,2,0
4586,3,1
0,0,1
0,0,1
673,1,0
0,0,1
0,0,1
1428,1,0
2450,2,0
3879,3,0
0,0,0
0,0,1
2087,1,1
3203,2,0
3609,3,1
4595,4,0
0,0,1
1788,1,1
2119,2,1
0,0,1
1610,1,0
0,0,1
0,0,1
0,0,0
0,0,1
364,1,0
0,0,1
411,1,0
0,0,1
0,0,1
0,0,1
305,1,0
0,0,1
711,1,0
0,0,1
1428,1,1
3049,2,1
3912,3,0
4472,4,0
0,0,1
1157,1,0
2017,2,1
0,0,1
0,0,0
1648,1,0
2662,2,1
0,0,1
673,1,0
0,0,1
0,0,1
0,0,1
711,1,0
0,0,1
0,0,1
