cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
934,1,0
0,0,0
0,0,1
560,1,1
0,0,1
0,0,0
0,0,0
0,0,0
1899,1,1
2828,2,0
3407,3,0
0,0,1
0,0,1
3447,1,0
3776,2,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
0,0,1
2452,1,1
4090,2,0
4220,3,1
6646,4,0
6951,5,0
8586,6,0
0,0,1
1332,1,0
0,0,1
0,0,1
0,0,1
0,0,1
2579,1,0
3158,2,0
0,0,0
0,0,0
0,0,1
0,0,1
1338,1,0
3738,2,1
4373,3,0
4678,4,0
6304,5,0
7318,6,0
7813,7,1
8762,8,0
0,0,0
0,0,0
560,1,0
1423,2,0
0,0,0
0,0,1
0,0,1
0,0,1
575,1,0
1597,2,0
0,0,1
0,0,0
0,0,0
934,1,0
4021,2,0
4352,3,0
5408,4,0
7187,5,0
0,0,0
0,0,1
0,0,0
1997,1,0
2361,2,1
0,0,0
2806,1,0
3499,2,0
5663,3,0
0,0,0
0,0,0
583,1,0
0,0,1
0,0,0
0,0,1
