cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,1
583,1,1
1921,2,1
0,0,1
1022,1,1
2376,2,0
2681,3,0
3354,4,0
0,0,1
0,0,0
0,0,1
2436,1,1
4133,2,1
4645,3,0
4950,4,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,1
583,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1
121,1,0
0,0,0
0,0,1
4035,1,0
4342,2,0
6148,3,1
7022,4,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
779,1,0
0,0,0
121,1,0
3770,2,0
4076,3,0
4260,4,1
0,0,0
0,0,0
858,1,0
0,0,1
2883,1,0
3014,2,0
0,0,1
583,1,0
0,0,1
0,0,0
0,0,0
4029,1,1
6578,2,0
8247,3,0
8578,4,0
9555,5,0
9920,6,1
10646,7,0
10845,8,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
1022,1,1
3138,2,0
3717,3,0
4498,4,0
0,0,0
0,0,0
0,0,1
858,1,0
2246,2,0
3058,3,0
0,0,1
583,1,1
