cumulative_distance,n_game_road_trip,win?
817,1,1
0,0,1
0,0,1
0,0,1
1936,1,0
2519,2,1
3298,3,1
4630,4,1
0,0,0
0,0,1
0,0,0
2845,1,1
3606,2,1
3950,3,1
4515,4,1
5737,5,1
6068,6,0
0,0,1
0,0,1
0,0,1
1779,1,1
3271,2,1
5203,3,0
6226,4,0
0,0,1
679,1,0
1491,2,0
0,0,1
0,0,1
0,0,1
0,0,1
411,1,1
0,0,1
1786,1,1
2966,2,0
0,0,1
817,1,0
0,0,1
1018,1,0
0,0,1
0,0,1
0,0,1
1421,1,1
2494,2,1
0,0,1
411,1,1
0,0,1
0,0,1
0,0,1
1792,1,1
2666,2,0
3447,3,1
4599,4,1
5094,5,1
8472,6,1
9055,7,1
9615,8,0
10667,9,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1792,1,0
0,0,1
0,0,1
0,0,1
0,0,1
305,1,0
0,0,1
0,0,1
0,0,0
1018,1,0
0,0,1
679,1,0
0,0,1
1293,1,0
0,0,1
1936,1,0
2496,2,0
0,0,0
