cumulative_distance,n_game_road_trip,win?
2209,1,0
2769,2,0
0,0,0
0,0,0
305,1,0
0,0,1
1964,1,0
2271,2,1
2767,3,1
0,0,0
667,1,0
2465,2,0
0,0,0
0,0,1
1492,1,0
0,0,1
364,1,0
0,0,1
781,1,1
1559,2,0
0,0,1
1621,1,0
0,0,1
0,0,1
667,1,0
0,0,1
2588,1,1
2709,2,1
3269,3,1
0,0,1
0,0,0
0,0,1
2955,1,0
4537,2,0
0,0,0
1366,1,0
0,0,0
2585,1,1
0,0,0
0,0,0
1130,1,1
0,0,1
0,0,1
781,1,0
0,0,0
1705,1,1
0,0,1
364,1,0
775,2,0
2711,3,0
3645,4,1
0,0,1
1415,1,1
0,0,0
0,0,0
0,0,1
0,0,0
1782,1,1
1927,2,1
0,0,1
512,1,1
3832,2,1
5164,3,0
0,0,1
2588,1,1
3610,2,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1559,1,0
3329,2,1
3462,3,0
0,0,1
0,0,1
0,0,0
512,1,0
0,0,1
0,0,0
1705,1,1
