cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
579,1,0
0,0,1
817,1,1
2842,2,0
0,0,1
0,0,1
3320,1,0
4099,2,1
5528,3,0
6126,4,1
0,0,0
684,1,0
1558,2,0
0,0,1
3098,1,0
3658,2,0
3658,3,1
0,0,1
711,1,0
0,0,1
0,0,0
0,0,1
512,1,1
0,0,0
929,1,1
2575,2,0
0,0,1
1346,1,0
0,0,1
817,1,0
0,0,1
0,0,0
1046,1,0
0,0,1
2189,1,0
3175,2,1
3887,3,0
4428,4,1
4979,5,0
0,0,1
1697,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
929,1,1
0,0,0
0,0,0
0,0,0
859,1,0
1190,2,1
0,0,1
0,0,1
0,0,1
1741,1,1
2808,2,0
0,0,1
0,0,0
0,0,1
1470,1,1
2656,2,1
0,0,0
0,0,1
2116,1,0
3168,2,0
3728,3,0
0,0,0
0,0,1
0,0,1
2690,1,1
3273,2,1
4052,3,0
0,0,1
579,1,0
0,0,1
512,1,0
2217,2,1
0,0,1
