cumulative_distance,n_game_road_trip,win?
0,0,0
814,1,0
0,0,0
3177,1,0
3484,2,0
4852,3,0
5554,4,0
0,0,0
0,0,1
0,0,0
966,1,0
0,0,0
2309,1,0
3020,2,0
3325,3,0
0,0,1
0,0,0
814,1,1
0,0,1
0,0,0
1023,1,0
0,0,0
0,0,0
858,1,1
2287,2,1
0,0,0
3364,1,0
3695,2,1
4342,3,0
4707,4,1
5545,5,0
0,0,1
934,1,0
0,0,1
0,0,1
934,1,0
0,0,1
0,0,0
0,0,1
1752,1,0
3748,2,1
4622,3,0
0,0,0
0,0,1
0,0,1
0,0,0
934,1,0
0,0,0
1610,1,0
0,0,1
934,1,1
0,0,1
0,0,0
1023,1,0
0,0,0
0,0,1
0,0,1
2521,1,0
2705,2,0
3425,3,0
4448,4,0
4776,5,0
4906,6,1
0,0,0
0,0,0
0,0,0
1752,1,0
2057,2,0
2838,3,0
0,0,1
0,0,0
0,0,0
2309,1,0
3238,2,0
0,0,0
0,0,1
966,1,0
0,0,0
0,0,0
598,1,0
0,0,0
1587,1,1
