cumulative_distance,n_game_road_trip,win?
1393,1,0
0,0,1
130,1,1
0,0,0
0,0,1
712,1,0
0,0,0
133,1,1
0,0,0
1070,1,0
0,0,1
0,0,0
577,1,0
1068,2,0
1703,3,0
0,0,0
2426,1,0
2837,2,0
3142,3,0
4655,4,0
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
436,1,1
0,0,0
199,1,0
3168,2,0
4191,3,1
4970,4,1
5553,5,0
6891,6,1
0,0,0
0,0,0
712,1,1
0,0,1
0,0,0
0,0,1
1585,1,0
0,0,0
0,0,1
406,1,1
0,0,0
1116,1,0
0,0,0
133,1,1
0,0,1
1754,1,1
2266,2,1
0,0,1
541,1,0
0,0,0
0,0,1
1070,1,0
4059,2,1
5111,3,0
5686,4,0
0,0,0
1073,1,0
0,0,0
541,1,1
885,2,0
0,0,0
0,0,0
1648,1,0
0,0,0
0,0,1
130,1,0
0,0,0
0,0,0
1116,1,1
0,0,1
0,0,0
726,1,0
0,0,0
0,0,0
1648,1,0
0,0,0
1416,1,1
0,0,0
1393,1,0
