cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
1589,1,0
2935,2,1
3447,3,0
0,0,1
1393,1,1
1799,2,0
0,0,1
0,0,1
1222,1,0
0,0,1
0,0,0
1444,1,0
0,0,1
0,0,1
0,0,1
2111,1,1
3246,2,1
6000,3,0
7338,4,1
8282,5,0
0,0,0
1509,1,1
0,0,1
0,0,1
0,0,0
1513,1,1
0,0,1
0,0,0
0,0,1
0,0,1
1222,1,0
1713,2,0
1858,3,0
0,0,0
1509,1,1
0,0,0
0,0,0
647,1,0
0,0,0
0,0,0
1101,1,0
1999,2,0
3377,3,0
0,0,1
1669,1,0
2348,2,0
0,0,0
0,0,1
647,1,1
0,0,0
0,0,1
0,0,0
1393,1,1
0,0,0
1513,1,0
0,0,1
1547,1,0
0,0,1
0,0,0
3928,1,0
4488,2,0
5071,3,1
5850,4,0
0,0,1
747,1,0
0,0,0
1692,1,0
2385,2,0
3371,3,0
5234,4,0
0,0,1
0,0,1
1348,1,1
2068,2,0
0,0,1
0,0,0
0,0,1
331,1,0
0,0,1
747,1,0
