cumulative_distance,n_game_road_trip,win?
886,1,0
0,0,1
1491,1,0
2202,2,1
0,0,1
0,0,1
495,1,1
0,0,1
0,0,1
0,0,1
641,1,1
1404,2,0
0,0,1
651,1,1
0,0,1
0,0,1
540,1,1
0,0,1
0,0,1
702,1,1
0,0,1
577,1,1
0,0,1
895,1,0
2359,2,1
3485,3,1
4297,4,1
0,0,1
0,0,1
0,0,1
1758,1,0
0,0,1
491,1,0
0,0,1
0,0,1
1015,1,1
1793,2,0
0,0,1
3295,1,0
4627,2,1
5490,3,1
6456,4,1
0,0,1
1444,1,0
0,0,1
145,1,1
0,0,1
651,1,1
0,0,0
184,1,0
0,0,1
306,1,1
999,2,1
0,0,1
0,0,1
1796,1,0
2101,2,1
3522,3,1
4499,4,1
0,0,1
886,1,0
0,0,1
3295,1,1
3870,2,1
4892,3,1
0,0,1
0,0,1
0,0,1
0,0,1
641,1,1
0,0,1
0,0,1
0,0,1
0,0,1
491,1,0
1713,2,0
0,0,1
0,0,1
577,1,1
0,0,1
184,1,1
0,0,0
