cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
693,1,0
1252,2,1
0,0,1
1180,1,1
0,0,1
0,0,0
1470,1,0
0,0,1
1023,1,0
1514,2,0
1698,3,0
0,0,1
0,0,0
1718,1,0
2465,2,0
0,0,1
1786,1,0
3782,2,0
0,0,1
0,0,1
0,0,0
693,1,0
0,0,1
2806,1,0
2806,2,0
3366,3,0
4418,4,1
0,0,1
0,0,0
1379,1,0
1684,2,0
3330,3,1
4528,4,1
0,0,0
131,1,0
0,0,1
1180,1,0
0,0,1
1023,1,0
0,0,1
1062,1,1
2118,2,1
3677,3,0
4189,4,0
0,0,1
898,1,0
0,0,0
2854,1,0
3633,2,0
6735,3,0
0,0,1
0,0,1
0,0,0
1079,1,1
0,0,1
1378,1,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
131,1,0
0,0,1
0,0,1
1186,1,1
0,0,0
0,0,1
0,0,0
406,1,0
551,2,0
1446,3,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,0
1378,1,0
1814,2,1
3207,3,0
0,0,0
