cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
1338,1,1
0,0,1
0,0,1
1997,1,1
2708,2,1
0,0,0
0,0,1
575,1,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
3447,1,0
3853,2,1
4052,3,1
0,0,1
583,1,0
0,0,1
0,0,1
0,0,1
0,0,1
3764,1,0
4095,2,0
5196,3,1
5775,4,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
560,1,1
0,0,1
0,0,1
2209,1,1
2514,2,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
2452,1,1
3581,2,1
5117,3,1
5668,4,1
6361,5,1
7247,6,1
0,0,1
934,1,0
0,0,1
560,1,1
0,0,1
2452,1,1
3571,2,1
0,0,1
1338,1,0
2282,2,0
0,0,1
0,0,1
1332,1,0
4287,2,1
4592,3,1
0,0,1
0,0,0
0,0,1
2808,1,1
3924,2,1
5390,3,1
6153,4,1
7357,5,0
7722,6,0
8784,7,1
0,0,1
0,0,1
583,1,1
0,0,1
1332,1,0
0,0,1
0,0,1
