cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,1
1346,1,1
0,0,0
0,0,1
512,1,0
0,0,0
1470,1,0
0,0,0
1502,1,0
4455,2,0
5399,3,0
6737,4,1
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
1078,1,0
0,0,0
929,1,0
0,0,0
3320,1,0
4183,2,0
4743,3,0
6679,4,0
0,0,0
859,1,1
0,0,0
1046,1,1
0,0,0
512,1,0
876,2,1
0,0,1
0,0,1
0,0,1
1883,1,0
2013,2,1
2449,3,1
0,0,0
0,0,1
817,1,0
0,0,0
579,1,1
3158,2,0
4092,3,0
4690,4,0
5816,5,0
0,0,1
684,1,1
1869,2,0
2202,3,1
0,0,1
0,0,0
1491,1,0
0,0,0
0,0,1
0,0,0
929,1,0
0,0,1
0,0,0
0,0,0
579,1,0
0,0,1
1883,1,0
2211,2,0
3713,3,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
3098,1,0
4064,2,0
4878,3,1
5453,4,0
6036,5,0
0,0,0
0,0,0
711,1,0
