cumulative_distance,n_game_road_trip,win?
0,0,1
1648,1,1
0,0,1
0,0,0
1056,1,0
0,0,1
1788,1,1
0,0,0
977,1,0
0,0,0
1756,1,1
0,0,0
331,1,1
0,0,1
0,0,0
1760,1,1
2088,2,0
0,0,0
2048,1,0
2946,2,0
4977,3,1
5921,4,0
6519,5,1
0,0,0
1756,1,1
0,0,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,0
1651,1,0
3501,2,0
0,0,1
4360,1,0
5692,2,1
5692,3,1
6252,4,0
6373,5,1
0,0,0
1056,1,0
0,0,1
1920,1,1
0,0,0
0,0,0
2028,1,1
3014,2,0
3888,3,0
5680,4,0
0,0,1
1758,1,0
2409,2,1
0,0,0
0,0,1
331,1,1
1190,2,0
0,0,0
0,0,1
0,0,1
1493,1,0
0,0,1
0,0,0
0,0,1
1994,1,0
0,0,1
0,0,1
0,0,1
1976,1,0
3157,2,0
4535,3,1
6044,4,0
0,0,1
0,0,0
1758,1,0
1903,2,0
2232,3,0
0,0,1
0,0,0
0,0,0
0,0,1
1648,1,1
