cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,1
0,0,1
0,0,0
1052,1,0
2417,2,0
4353,3,0
0,0,0
0,0,1
0,0,0
3702,1,0
4516,2,1
4661,3,1
5302,4,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
121,1,0
0,0,0
1527,1,1
0,0,1
0,0,1
0,0,0
2234,1,0
2913,2,0
0,0,1
1052,1,1
4005,2,0
4865,3,1
5938,4,0
6479,5,0
7044,6,1
0,0,0
0,0,1
560,1,1
1143,2,1
0,0,0
0,0,0
966,1,0
0,0,0
3098,1,1
3610,2,0
0,0,1
863,1,0
0,0,0
0,0,0
0,0,0
560,1,0
3139,2,0
4268,3,1
5855,4,0
0,0,1
1527,1,0
3109,2,0
0,0,0
560,1,0
0,0,0
0,0,0
2388,1,0
2752,2,0
4457,3,1
0,0,0
0,0,0
