cumulative_distance,n_game_road_trip,win?
0,0,1
1521,1,1
2058,2,1
2391,3,0
0,0,1
0,0,1
1705,1,0
3218,2,1
0,0,0
0,0,1
0,0,1
0,0,1
1798,1,1
2491,2,1
0,0,0
647,1,1
1726,2,1
2906,3,1
0,0,1
3928,1,1
4488,2,1
5422,3,0
6236,4,0
0,0,1
0,0,1
331,1,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
2111,1,1
2683,2,0
3348,3,0
0,0,0
1222,1,0
0,0,1
3853,1,1
5282,2,0
6864,3,0
8196,4,0
0,0,1
0,0,1
747,1,1
1585,2,0
0,0,1
0,0,1
1543,1,1
0,0,1
0,0,0
1798,1,1
0,0,1
1589,1,1
2084,2,0
0,0,1
0,0,0
0,0,1
1366,1,1
1878,2,0
0,0,1
1393,1,1
0,0,1
1521,1,1
0,0,1
0,0,1
0,0,1
1222,1,1
0,0,0
0,0,1
331,1,1
1979,2,1
3052,3,0
0,0,1
0,0,1
1547,1,1
1958,2,0
0,0,1
0,0,1
0,0,1
1444,1,1
1628,2,1
0,0,1
