cumulative_distance,n_game_road_trip,win?
0,0,0
1610,1,0
0,0,1
934,1,0
0,0,1
0,0,0
2399,1,1
2728,2,0
3588,3,0
4790,4,1
5341,5,0
0,0,1
966,1,0
0,0,0
0,0,0
1388,1,0
0,0,0
0,0,0
0,0,0
0,0,0
858,1,0
0,0,1
0,0,0
2969,1,0
4524,2,0
5602,3,1
5933,4,1
6680,5,0
7518,6,1
0,0,1
934,1,0
0,0,1
0,0,0
1587,1,1
0,0,0
2026,1,1
3142,2,0
3809,3,0
0,0,0
0,0,1
1752,1,0
3777,2,0
4317,3,1
0,0,1
0,0,0
0,0,0
0,0,1
1023,1,0
0,0,0
814,1,0
0,0,1
2309,1,1
3020,2,0
0,0,1
0,0,1
0,0,0
598,1,1
0,0,1
2011,1,1
3840,2,0
4276,3,1
4405,4,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
934,1,1
1494,2,0
0,0,0
0,0,0
598,1,0
0,0,1
1587,1,1
0,0,1
814,1,0
1836,2,1
0,0,1
0,0,0
1023,1,1
0,0,1
1932,1,0
