cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
2116,1,1
3045,2,0
0,0,1
1428,1,0
0,0,1
0,0,1
575,1,0
0,0,0
0,0,0
1365,1,0
3062,2,0
4208,3,1
4515,4,1
7008,5,0
0,0,0
1621,1,0
0,0,1
0,0,0
2116,1,1
2628,2,0
0,0,1
2560,1,1
3639,2,1
0,0,0
1022,1,1
1143,2,0
2670,3,0
0,0,0
575,1,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
1354,1,0
0,0,1
0,0,1
0,0,0
0,0,1
575,1,1
0,0,1
0,0,1
3189,1,0
3520,2,0
4868,3,1
5052,4,1
0,0,0
575,1,0
0,0,1
1022,1,1
1880,2,1
2478,3,0
0,0,1
2061,1,1
3190,2,0
3971,3,1
4276,4,0
0,0,1
0,0,0
0,0,1
0,0,0
814,1,0
0,0,0
