cumulative_distance,n_game_road_trip,win?
598,1,0
1532,2,1
0,0,0
1527,1,0
0,0,1
0,0,1
2184,1,1
2886,2,0
3772,3,1
0,0,1
0,0,1
1293,1,1
3229,2,0
0,0,1
1338,1,1
0,0,0
1126,1,1
0,0,1
0,0,1
0,0,0
1429,1,1
0,0,1
0,0,1
1067,1,1
1431,2,0
0,0,0
944,1,0
0,0,1
1582,1,0
0,0,1
2622,1,1
3824,2,0
5009,3,1
6807,4,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,0
1415,1,0
0,0,1
0,0,1
1414,1,1
1993,2,0
0,0,1
0,0,1
812,1,1
2665,2,1
2995,3,0
4765,4,1
5096,5,1
6489,6,1
7559,7,0
7690,8,0
0,0,0
0,0,1
0,0,1
2132,1,0
2461,2,0
0,0,1
598,1,0
1456,2,0
0,0,0
0,0,1
0,0,1
0,0,1
1414,1,1
0,0,1
944,1,0
3060,2,1
3771,3,1
0,0,1
0,0,1
0,0,1
0,0,1
1126,1,1
0,0,1
1338,1,0
0,0,1
1582,1,0
