cumulative_distance,n_game_road_trip,win?
0,0,1
331,1,0
0,0,1
0,0,1
747,1,1
0,0,1
0,0,0
0,0,0
1521,1,1
0,0,1
0,0,1
1348,1,1
3445,2,0
0,0,1
0,0,1
1222,1,1
0,0,1
1589,1,1
1971,2,1
2377,3,0
0,0,0
4070,1,0
5093,2,0
6027,3,1
7365,4,0
0,0,0
647,1,0
0,0,0
0,0,1
0,0,1
1521,1,1
2162,2,1
0,0,1
0,0,1
0,0,1
0,0,1
1547,1,1
2258,2,0
3187,3,0
4306,4,1
6112,5,0
0,0,1
0,0,1
1366,1,1
0,0,0
1348,1,1
2013,2,0
0,0,1
1101,1,0
0,0,0
1222,1,1
1857,2,0
0,0,1
1393,1,1
0,0,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
331,1,1
0,0,0
0,0,0
3853,1,1
3974,2,0
5026,3,1
5601,4,0
8407,5,1
0,0,1
1444,1,1
2095,2,1
0,0,1
1513,1,0
2715,2,0
0,0,1
1692,1,0
0,0,1
747,1,1
0,0,0
1393,1,1
0,0,1
