cumulative_distance,n_game_road_trip,win?
306,1,1
0,0,0
1935,1,0
3482,2,0
4995,3,1
0,0,1
0,0,0
541,1,0
0,0,1
565,1,0
0,0,0
0,0,0
702,1,0
1651,2,0
3160,3,0
0,0,0
3499,1,0
4074,2,1
4888,3,1
5486,4,0
8099,5,1
0,0,0
693,1,0
0,0,1
1994,1,0
3487,2,0
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1
2097,1,0
2609,2,1
0,0,0
0,0,1
0,0,0
0,0,1
333,1,0
0,0,0
306,1,1
947,2,0
2480,3,1
3318,4,0
4174,5,0
0,0,0
0,0,1
702,1,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
541,1,1
0,0,0
1798,1,0
3444,2,0
0,0,0
0,0,1
1185,1,1
0,0,0
1994,1,0
3857,2,0
4263,3,0
0,0,1
