cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
0,0,0
1056,1,0
2814,2,0
3465,3,1
0,0,0
602,1,0
1098,2,0
0,0,0
365,1,0
0,0,0
0,0,1
0,0,0
747,1,0
2336,2,0
3472,3,0
0,0,0
531,1,0
730,2,0
0,0,0
3409,1,0
4741,2,0
6362,3,0
10061,4,0
0,0,0
0,0,0
0,0,0
1513,1,0
2628,2,1
2972,3,0
0,0,0
814,1,0
2810,2,0
0,0,0
0,0,1
0,0,0
0,0,0
1513,1,0
2442,2,1
2954,3,0
3318,4,0
0,0,1
0,0,0
0,0,0
860,1,0
0,0,0
0,0,0
0,0,0
814,1,0
1147,2,0
2332,3,0
3411,4,0
0,0,0
0,0,0
702,1,0
0,0,0
1056,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
531,1,0
1753,2,0
0,0,0
