cumulative_distance,n_game_road_trip,win?
2538,1,0
3931,2,0
4262,3,0
0,0,1
1415,1,1
0,0,1
1527,1,1
2579,2,0
0,0,0
1293,1,0
2311,2,1
3440,3,1
0,0,1
0,0,1
598,1,0
1564,2,0
2124,3,0
0,0,1
1950,1,0
2810,2,1
3306,3,0
4080,4,1
4954,5,0
0,0,1
1429,1,1
0,0,1
1582,1,0
0,0,1
1338,1,0
0,0,1
1067,1,1
1740,2,0
0,0,1
0,0,0
0,0,1
1338,1,1
0,0,1
0,0,1
0,0,1
0,0,1
812,1,0
0,0,0
0,0,1
1415,1,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1972,1,1
2858,2,0
3551,3,0
4110,4,0
0,0,1
2400,1,0
2931,2,1
0,0,1
1582,1,1
0,0,1
0,0,1
1429,1,1
0,0,1
0,0,1
944,1,1
0,0,1
0,0,1
1479,1,1
2595,2,1
0,0,1
0,0,1
1741,1,0
2558,2,0
0,0,1
598,1,1
0,0,1
0,0,1
0,0,1
1067,1,0
0,0,1
1470,1,1
0,0,1
