cumulative_distance,n_game_road_trip,win?
583,1,1
0,0,1
0,0,1
0,0,1
560,1,0
0,0,0
0,0,1
1997,1,0
3425,2,0
0,0,1
0,0,0
1332,1,0
0,0,0
1338,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
2452,1,1
2933,2,1
3064,3,0
4216,4,1
4997,5,1
0,0,1
1936,1,0
2241,2,0
0,0,0
0,0,1
934,1,1
3903,2,1
4434,3,1
5480,4,1
0,0,1
1332,1,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
3295,1,0
3946,2,1
4497,3,0
4841,4,1
5701,5,1
0,0,1
0,0,1
0,0,0
3542,1,1
3873,2,1
5521,3,1
5957,4,0
0,0,1
0,0,0
0,0,1
0,0,0
583,1,1
0,0,1
0,0,1
0,0,0
1997,1,1
2302,2,0
0,0,1
0,0,0
1936,1,0
2241,2,1
3022,3,0
3601,4,0
6699,5,0
0,0,1
0,0,1
0,0,1
2452,1,1
3571,2,0
0,0,1
0,0,1
0,0,1
934,1,1
0,0,1
0,0,1
575,1,0
