cumulative_distance,n_game_road_trip,win?
0,0,1
1152,1,1
1933,2,0
0,0,1
947,1,0
0,0,1
0,0,0
1070,1,1
0,0,1
0,0,1
2340,1,1
3392,2,0
4255,3,1
7739,4,0
0,0,1
0,0,1
0,0,0
0,0,0
1368,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
1146,1,0
0,0,0
1116,1,1
1421,2,0
0,0,1
0,0,1
0,0,1
702,1,1
0,0,1
0,0,1
949,1,0
0,0,0
131,1,0
1247,2,1
0,0,0
382,1,1
0,0,0
1368,1,0
2254,2,1
0,0,0
2808,1,1
2808,2,0
5562,3,0
8534,4,1
9963,5,0
11089,6,0
12602,7,0
0,0,0
495,1,0
0,0,1
0,0,1
0,0,1
949,1,0
0,0,0
1920,1,0
2251,2,0
0,0,1
0,0,1
1697,1,0
0,0,0
702,1,1
1267,2,0
0,0,1
0,0,1
0,0,1
0,0,0
1146,1,0
2659,2,0
0,0,0
665,1,1
2515,2,1
0,0,0
131,1,1
1029,2,0
2437,3,0
0,0,1
1346,1,1
0,0,1
