cumulative_distance,n_game_road_trip,win?
0,0,1
1621,1,0
0,0,0
2293,1,1
3428,2,1
0,0,1
0,0,0
1582,1,0
0,0,0
2975,1,0
3813,2,0
5592,3,0
5897,4,0
0,0,1
1332,1,1
0,0,0
0,0,1
1332,1,0
0,0,0
0,0,1
2293,1,1
2774,2,0
3314,3,0
6127,4,1
0,0,0
0,0,1
2393,1,0
4098,2,0
4429,3,0
5406,4,0
6090,5,0
0,0,1
779,1,1
0,0,1
3102,1,0
4661,2,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
3938,1,1
4067,2,0
4266,3,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
2955,1,1
3736,2,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
2827,1,1
3492,2,1
3988,3,1
4294,4,0
4987,5,0
5320,6,0
0,0,1
863,1,0
0,0,1
2393,1,0
3072,2,0
3889,3,1
4600,4,0
0,0,1
1332,1,0
0,0,1
0,0,1
0,0,1
0,0,1
863,1,0
984,2,1
0,0,1
0,0,0
0,0,1
