cumulative_distance,n_game_road_trip,win?
1204,1,1
0,0,1
0,0,1
1130,1,0
2689,2,1
4609,3,0
0,0,0
365,1,1
0,0,1
1204,1,1
1692,2,0
0,0,1
0,0,1
0,0,1
0,0,1
1073,1,0
0,0,1
1079,1,1
2865,2,0
4861,3,1
6376,4,1
8171,5,1
0,0,0
0,0,0
0,0,0
0,0,1
647,1,1
0,0,0
3115,1,0
3690,2,1
5311,3,0
8138,4,0
9284,5,0
0,0,1
0,0,0
0,0,1
0,0,1
860,1,1
2511,2,0
4374,3,0
7630,4,1
9059,5,0
10397,6,0
0,0,1
895,1,1
0,0,0
0,0,1
0,0,1
874,1,1
0,0,1
1079,1,0
0,0,0
0,0,1
1073,1,0
0,0,1
0,0,1
365,1,1
1526,2,0
3324,3,1
0,0,0
1185,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
