cumulative_distance,n_game_road_trip,win?
1056,1,0
2033,2,0
0,0,0
0,0,1
1493,1,1
1904,2,0
3696,3,1
0,0,1
947,1,0
0,0,1
856,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
947,1,1
0,0,1
0,0,1
838,1,1
0,0,0
747,1,0
0,0,1
531,1,0
2495,2,0
0,0,0
0,0,1
0,0,1
0,0,0
947,1,0
0,0,0
3702,1,0
4754,2,0
5329,3,0
6667,4,0
0,0,1
1046,1,0
0,0,0
0,0,1
1513,1,0
3218,2,1
0,0,1
3609,1,1
6581,2,0
9683,3,0
11015,4,1
0,0,1
0,0,0
0,0,1
0,0,1
602,1,1
1322,2,1
2508,3,1
3165,4,0
3349,5,1
4209,6,0
0,0,1
726,1,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1056,1,1
0,0,0
0,0,1
854,1,1
1635,2,0
2041,3,1
3157,4,1
0,0,1
702,1,0
1008,2,0
1559,3,1
0,0,1
531,1,0
1165,2,1
0,0,1
