cumulative_distance,n_game_road_trip,win?
1760,1,0
2816,2,0
0,0,0
0,0,1
0,0,0
0,0,0
1180,1,0
0,0,0
0,0,0
0,0,0
496,1,1
984,2,1
0,0,0
3941,1,0
4524,2,0
5953,3,0
0,0,0
0,0,1
1513,1,0
2160,2,1
0,0,1
0,0,1
1883,1,1
2929,2,0
3876,3,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
774,1,1
1537,2,0
2741,3,1
0,0,1
0,0,1
2285,1,0
2952,2,0
4978,3,1
0,0,0
774,1,0
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
328,1,0
1830,2,0
0,0,1
0,0,0
651,1,0
0,0,0
1146,1,0
0,0,0
0,0,0
0,0,0
307,1,0
942,2,1
0,0,0
651,1,0
0,0,1
551,1,0
0,0,0
0,0,1
2549,1,0
3567,2,0
4240,3,1
6327,4,1
6763,5,0
0,0,1
0,0,0
0,0,1
3449,1,0
4263,2,0
5286,3,0
6149,4,0
6709,5,1
0,0,1
496,1,0
1844,2,0
0,0,0
0,0,1
551,1,0
