cumulative_distance,n_game_road_trip,win?
2579,1,0
3139,2,1
0,0,1
898,1,1
0,0,1
0,0,1
679,1,1
0,0,1
838,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1018,1,0
0,0,1
579,1,1
0,0,0
2031,1,0
2975,2,0
3573,3,1
0,0,1
0,0,1
0,0,1
781,1,0
0,0,0
0,0,1
1079,1,0
1840,2,1
0,0,0
2031,1,1
3053,2,1
3174,3,1
0,0,1
673,1,0
0,0,0
1018,1,0
0,0,1
778,1,1
0,0,0
0,0,1
0,0,1
0,0,0
1416,1,1
3442,2,0
0,0,1
0,0,0
543,1,0
0,0,1
0,0,1
0,0,1
1004,1,1
1337,2,1
0,0,1
1538,1,1
0,0,1
1408,1,0
1739,2,1
0,0,1
1015,1,1
0,0,1
2975,1,1
4307,2,1
5645,3,0
6243,4,0
0,0,1
0,0,1
579,1,0
0,0,1
1229,1,0
1557,2,0
0,0,1
1129,1,1
0,0,1
2975,1,1
4307,2,0
4890,3,1
0,0,1
781,1,1
0,0,0
673,1,1
0,0,1
