cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
1932,1,1
2866,2,0
4198,3,1
0,0,0
0,0,0
0,0,1
2159,1,0
2289,2,1
0,0,1
0,0,1
364,1,0
0,0,1
781,1,1
0,0,1
0,0,1
305,1,1
2057,2,0
0,0,0
0,0,1
0,0,1
2955,1,0
3818,2,1
3939,3,0
0,0,1
1850,1,0
2179,2,1
0,0,0
305,1,1
0,0,1
0,0,1
667,1,0
0,0,0
0,0,1
0,0,1
1130,1,0
2004,2,1
2639,3,1
4828,4,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
781,1,0
0,0,1
364,1,1
0,0,1
0,0,1
1621,1,1
2102,2,1
0,0,1
2209,1,1
2769,2,0
3821,3,1
4843,4,1
5426,5,0
0,0,1
0,0,1
1366,1,1
0,0,1
0,0,1
667,1,0
1783,2,0
3703,3,0
0,0,1
0,0,1
1796,1,1
2498,2,1
0,0,1
0,0,0
2286,1,0
2845,2,0
0,0,1
0,0,1
2209,1,1
3547,2,0
4673,3,0
0,0,1
0,0,1
512,1,0
