cumulative_distance,n_game_road_trip,win?
0,0,1
1466,1,1
0,0,0
1899,1,0
3231,2,1
0,0,0
0,0,1
0,0,1
0,0,0
1388,1,1
0,0,1
2406,1,1
3784,2,1
0,0,1
0,0,0
1646,1,1
3496,2,0
0,0,1
2129,1,1
2666,2,0
0,0,1
1116,1,0
1688,2,1
3385,3,1
0,0,1
0,0,1
0,0,1
0,0,0
1513,1,1
2369,2,0
0,0,1
0,0,0
0,0,1
0,0,1
679,1,0
1697,2,0
2370,3,1
0,0,1
667,1,1
0,0,1
1899,1,0
3237,2,0
0,0,1
929,1,0
2626,2,1
0,0,1
0,0,0
0,0,1
1354,1,1
2168,2,1
0,0,0
2153,1,1
2274,2,0
0,0,1
0,0,1
679,1,0
2348,2,0
0,0,0
0,0,1
1217,1,1
0,0,1
679,1,0
2095,2,1
0,0,1
1531,1,1
2022,2,1
3515,3,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1354,1,1
2975,2,0
4307,3,0
5645,4,1
0,0,1
0,0,1
1899,1,1
2482,2,1
0,0,0
