cumulative_distance,n_game_road_trip,win?
1161,1,0
0,0,1
702,1,0
0,0,1
0,0,1
947,1,0
0,0,0
814,1,0
0,0,0
747,1,0
2140,2,0
3256,3,0
0,0,1
0,0,1
0,0,1
531,1,1
0,0,0
860,1,0
0,0,1
0,0,1
1779,1,0
2190,2,0
0,0,1
602,1,0
0,0,0
856,1,0
0,0,1
1513,1,0
0,0,1
947,1,0
2941,2,1
4699,3,1
0,0,1
856,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
365,1,0
0,0,0
2184,1,0
3128,2,1
4180,3,1
4301,4,1
5080,5,0
6412,6,0
0,0,0
0,0,1
1513,1,1
0,0,0
0,0,1
1062,1,0
3868,2,0
4802,3,0
6813,4,1
0,0,0
1161,1,0
0,0,1
0,0,1
0,0,1
726,1,1
0,0,1
747,1,1
2095,2,0
0,0,1
365,1,0
1342,2,0
2835,3,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
947,1,0
0,0,1
1046,1,1
1558,2,0
0,0,1
860,1,1
0,0,0
