cumulative_distance,n_game_road_trip,win?
0,0,1
886,1,0
0,0,1
986,1,1
0,0,1
0,0,1
2406,1,1
2711,2,0
4499,3,1
5907,4,1
0,0,1
0,0,0
693,1,0
1878,2,1
0,0,1
0,0,1
886,1,1
0,0,1
0,0,1
305,1,1
0,0,1
436,1,1
1162,2,1
2018,3,1
0,0,1
0,0,1
0,0,1
1798,1,0
3146,2,1
3475,3,0
0,0,0
693,1,1
0,0,1
0,0,1
0,0,1
1368,1,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
635,1,0
0,0,1
4082,1,1
5703,2,0
6278,3,1
6861,4,1
0,0,0
0,0,1
1161,1,0
0,0,0
0,0,1
0,0,1
4340,1,1
5867,2,0
7205,3,1
8139,4,1
0,0,1
0,0,1
1378,1,1
0,0,0
436,1,0
0,0,1
305,1,0
0,0,1
2585,1,0
3097,2,1
4980,3,1
0,0,0
0,0,0
1806,1,1
3004,2,0
5101,3,1
6522,4,0
0,0,1
0,0,1
1368,1,0
0,0,1
2028,1,0
3521,2,0
0,0,1
