cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
1559,1,0
0,0,1
0,0,1
2588,1,1
3171,2,1
0,0,0
1415,1,0
0,0,0
0,0,0
0,0,1
781,1,0
0,0,0
0,0,0
0,0,1
2285,1,1
3059,2,0
0,0,1
364,1,1
0,0,1
2286,1,0
2614,2,1
0,0,1
1415,1,0
2844,2,0
3427,3,1
0,0,1
0,0,1
1366,1,0
0,0,1
512,1,0
0,0,0
0,0,0
305,1,0
1500,2,1
0,0,1
0,0,1
781,1,1
0,0,1
0,0,0
2209,1,1
2209,2,0
0,0,0
0,0,1
0,0,1
512,1,1
1329,2,0
2008,3,0
0,0,0
0,0,1
1635,1,1
0,0,0
2647,1,0
3510,2,0
5131,3,1
7342,4,0
10444,5,1
0,0,0
1621,1,0
0,0,1
1518,1,0
2220,2,1
2761,3,1
3197,4,1
4358,5,0
0,0,1
0,0,0
0,0,1
1130,1,0
2347,2,0
0,0,0
0,0,1
1850,1,0
2034,2,1
0,0,0
0,0,1
364,1,0
0,0,0
0,0,1
1705,1,1
0,0,1
