cumulative_distance,n_game_road_trip,win?
2393,1,0
3725,2,0
0,0,1
2138,1,0
2697,2,0
0,0,0
0,0,1
1181,1,0
2559,2,1
0,0,0
0,0,0
1388,1,0
1986,2,0
0,0,0
0,0,0
0,0,1
0,0,1
929,1,0
2683,2,1
3395,3,1
0,0,1
0,0,1
1119,1,1
0,0,1
2153,1,1
2274,2,0
2834,3,1
0,0,0
0,0,0
679,1,1
0,0,1
305,1,0
0,0,1
0,0,1
2234,1,0
2355,2,0
0,0,1
667,1,0
0,0,1
1705,1,1
2036,2,1
3529,3,1
4403,4,0
5298,5,0
0,0,1
2134,1,0
3670,2,0
0,0,1
929,1,1
0,0,0
0,0,1
812,1,1
0,0,1
0,0,1
1513,1,1
0,0,1
0,0,1
1354,1,0
2975,2,0
4307,3,1
0,0,1
1116,1,0
0,0,1
0,0,0
0,0,1
0,0,1
305,1,0
0,0,1
0,0,1
0,0,1
0,0,1
679,1,0
2431,2,0
3245,3,1
0,0,0
679,1,0
0,0,0
0,0,0
0,0,1
1646,1,0
0,0,1
1119,1,1
