cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,1
3539,1,0
4397,2,0
5331,3,0
6663,4,0
0,0,0
0,0,0
1692,1,1
2023,2,0
3516,3,0
3715,4,1
0,0,1
0,0,1
0,0,1
693,1,0
0,0,0
0,0,1
0,0,1
0,0,0
344,1,0
840,2,0
0,0,0
333,1,1
1147,2,0
0,0,0
0,0,1
0,0,0
0,0,0
1317,1,0
1990,2,1
2354,3,0
0,0,0
702,1,0
1197,2,1
2083,3,0
0,0,1
0,0,0
0,0,0
565,1,0
2120,2,0
2937,3,0
4606,4,0
4937,5,0
0,0,0
0,0,0
0,0,0
1115,1,0
2313,2,0
3173,3,0
0,0,1
693,1,0
0,0,0
0,0,0
0,0,1
0,0,0
947,1,0
0,0,1
0,0,0
0,0,0
0,0,1
537,1,0
537,2,0
0,0,0
0,0,1
0,0,0
333,1,0
0,0,1
1798,1,1
2610,2,0
3554,3,0
4606,4,0
5166,5,0
0,0,0
702,1,0
0,0,1
551,1,0
0,0,0
541,1,0
0,0,1
693,1,0
0,0,0
