cumulative_distance,n_game_road_trip,win?
1129,1,0
0,0,1
0,0,0
1645,1,1
3154,2,0
3485,3,0
0,0,0
1697,1,0
2408,2,0
0,0,1
0,0,0
0,0,0
0,0,0
2452,1,1
3784,2,0
5116,3,0
0,0,0
0,0,0
1792,1,0
0,0,0
0,0,1
0,0,0
0,0,0
1502,1,0
2137,2,0
0,0,0
1014,1,0
2986,2,0
4513,3,0
5479,4,0
0,0,0
0,0,0
0,0,0
0,0,0
481,1,0
0,0,0
1198,1,1
4151,2,0
5095,3,1
7279,4,0
0,0,0
0,0,0
1464,1,0
2681,2,0
0,0,1
1585,1,0
0,0,0
1390,1,0
0,0,1
0,0,1
874,1,1
0,0,0
0,0,0
0,0,1
1705,1,0
0,0,1
572,1,0
0,0,0
0,0,0
0,0,0
0,0,1
2452,1,0
3027,2,0
4381,3,0
5060,4,0
0,0,0
1115,1,0
1666,2,1
0,0,0
1587,1,1
0,0,0
1705,1,0
2217,2,0
0,0,0
0,0,0
0,0,0
2436,1,0
3215,2,0
4547,3,0
5107,4,0
0,0,0
0,0,0
