cumulative_distance,n_game_road_trip,win?
541,1,1
0,0,1
693,1,1
0,0,0
1185,1,0
1550,2,1
2711,3,0
0,0,0
0,0,1
1692,1,0
2023,2,1
0,0,0
0,0,0
0,0,1
0,0,1
3499,1,0
4837,2,0
5435,3,0
0,0,0
306,1,0
0,0,1
537,1,1
0,0,0
0,0,0
0,0,0
1798,1,0
2477,2,0
4413,3,1
4996,4,1
5775,5,0
6638,6,0
0,0,0
0,0,1
0,0,1
693,1,0
1716,2,1
0,0,1
0,0,0
693,1,0
0,0,0
344,1,0
0,0,0
1185,1,0
2148,2,0
2530,3,1
0,0,1
537,1,1
0,0,0
0,0,0
306,1,0
0,0,0
1795,1,0
2374,2,0
3503,3,1
0,0,1
0,0,0
551,1,0
0,0,1
0,0,1
3041,1,0
4469,2,0
4833,3,0
0,0,0
0,0,0
541,1,0
0,0,0
0,0,1
947,1,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1692,1,1
3205,2,1
0,0,0
0,0,0
344,1,0
0,0,0
0,0,1
565,1,1
1523,2,1
