cumulative_distance,n_game_road_trip,win?
0,0,0
651,1,1
0,0,1
0,0,0
774,1,0
1555,2,0
2757,3,0
0,0,0
0,0,0
0,0,0
0,0,1
1180,1,0
1661,2,0
0,0,1
2285,1,0
2649,2,0
2954,3,0
0,0,0
0,0,0
0,0,0
856,1,0
0,0,0
1883,1,0
2700,2,0
5545,3,1
0,0,0
0,0,0
1146,1,0
0,0,0
551,1,0
0,0,0
4029,1,0
4808,2,0
6140,3,0
0,0,0
0,0,0
1536,1,0
2765,2,0
0,0,0
0,0,0
1180,1,0
0,0,1
130,1,1
0,0,1
856,1,0
0,0,1
496,1,0
0,0,1
0,0,0
8,1,0
0,0,0
1760,1,0
2091,2,0
0,0,0
0,0,0
307,1,0
1293,2,1
0,0,1
0,0,0
496,1,0
0,0,0
2622,1,0
3220,2,0
4154,3,1
4714,4,0
5766,5,0
0,0,1
0,0,0
130,1,0
671,2,0
0,0,0
0,0,0
0,0,0
1146,1,0
0,0,0
328,1,0
0,0,1
0,0,0
0,0,0
1513,1,1
2160,2,1
0,0,0
