cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
1332,1,1
0,0,1
0,0,1
0,0,1
1936,1,1
2615,2,0
4753,3,0
5955,4,0
0,0,0
0,0,1
0,0,1
934,1,1
0,0,1
0,0,1
0,0,1
2808,1,1
3755,2,1
4817,3,1
5223,4,1
0,0,1
0,0,1
575,1,1
0,0,1
0,0,1
934,1,1
0,0,1
1338,1,0
2865,2,0
0,0,1
0,0,1
0,0,1
0,0,0
2579,1,1
3360,2,1
5065,3,1
0,0,1
560,1,0
0,0,0
575,1,0
2196,2,0
0,0,1
2452,1,1
3567,2,0
4260,3,0
4895,4,0
6117,5,1
6448,6,0
8208,7,1
8338,8,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
3447,1,1
3631,2,1
0,0,0
0,0,1
1338,1,0
0,0,1
0,0,0
0,0,1
583,1,0
0,0,1
0,0,1
1997,1,0
2708,2,1
3525,3,0
3830,4,0
0,0,0
0,0,1
0,0,1
0,0,1
2690,1,1
3269,2,1
0,0,1
583,1,1
