cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
540,1,0
3346,2,1
3906,3,0
4958,4,0
6312,5,0
8450,6,0
0,0,0
577,1,0
0,0,1
1444,1,0
1775,2,0
3183,3,0
0,0,0
895,1,1
0,0,0
145,1,0
0,0,0
1014,1,0
0,0,0
0,0,1
184,1,0
0,0,0
651,1,0
0,0,0
886,1,0
0,0,0
540,1,1
1563,2,1
0,0,0
657,1,0
0,0,0
702,1,1
0,0,0
495,1,0
0,0,1
1972,1,0
3310,2,0
3893,3,0
4672,4,1
5695,5,0
0,0,1
0,0,1
306,1,1
0,0,0
145,1,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
1444,1,1
1775,2,0
3695,3,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
306,1,0
0,0,1
1648,1,0
2059,2,0
0,0,0
0,0,0
1796,1,0
0,0,0
0,0,0
1491,1,0
2175,2,0
0,0,0
886,1,1
0,0,1
184,1,0
0,0,0
0,0,0
577,1,0
0,0,0
702,1,0
