cumulative_distance,n_game_road_trip,win?
1428,1,1
2003,2,0
2003,3,1
0,0,0
0,0,0
0,0,1
711,1,0
0,0,1
0,0,1
364,1,1
2523,2,1
2959,3,1
0,0,1
305,1,0
984,2,0
2002,3,0
0,0,1
2319,1,0
3098,2,1
0,0,0
1902,1,1
2230,2,1
0,0,0
0,0,0
0,0,1
1735,1,0
0,0,1
1935,1,0
2494,2,1
0,0,1
0,0,1
0,0,1
1788,1,0
0,0,0
0,0,1
711,1,1
2181,2,0
2662,3,1
0,0,0
305,1,0
1421,2,1
3118,3,0
0,0,1
0,0,1
0,0,0
364,1,0
2573,2,1
3133,3,0
0,0,1
0,0,1
1157,1,0
0,0,0
0,0,0
673,1,1
0,0,0
1547,1,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
1067,1,0
0,0,0
0,0,0
0,0,0
1493,1,1
2195,2,0
0,0,0
0,0,1
2629,1,0
3492,2,0
3613,3,0
5042,4,1
0,0,1
1607,1,1
2481,2,1
0,0,1
0,0,1
1997,1,0
2931,2,1
0,0,0
