cumulative_distance,n_game_road_trip,win?
1067,1,1
0,0,1
1582,1,0
2914,2,0
0,0,1
0,0,1
0,0,1
1741,1,1
2558,2,0
0,0,0
0,0,1
0,0,1
0,0,0
1470,1,1
2586,2,1
2785,3,1
3113,4,1
7142,5,1
0,0,1
0,0,0
1414,1,0
3993,2,1
0,0,0
1582,1,0
0,0,0
0,0,0
0,0,0
2132,1,1
0,0,1
1067,1,0
1740,2,0
2419,3,0
0,0,1
1338,1,0
0,0,0
0,0,1
1415,1,1
1720,2,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
598,1,0
2185,2,0
2757,3,1
3459,4,0
4406,5,1
5153,6,1
6012,7,0
0,0,1
1527,1,0
0,0,1
0,0,1
1338,1,0
0,0,1
1415,1,1
0,0,0
944,1,1
0,0,1
812,1,1
1931,2,1
