cumulative_distance,n_game_road_trip,win?
0,0,0
859,1,0
0,0,1
0,0,0
579,1,1
0,0,1
2116,1,0
2691,2,0
3625,3,0
0,0,1
0,0,1
0,0,1
817,1,0
0,0,0
1754,1,1
1884,2,1
3030,3,1
0,0,0
0,0,0
0,0,1
0,0,1
1741,1,0
3268,2,0
3828,3,0
5160,4,0
5939,5,1
0,0,1
512,1,0
0,0,1
1697,1,0
3503,2,1
4264,3,0
5915,4,0
0,0,0
0,0,0
711,1,0
0,0,0
0,0,0
0,0,0
579,1,1
0,0,0
1515,1,1
0,0,1
1491,1,1
2505,2,0
0,0,1
0,0,0
0,0,1
0,0,1
1883,1,0
2442,2,0
3135,3,1
0,0,0
1046,1,0
1577,2,0
0,0,0
711,1,0
2139,2,0
2714,3,0
3297,4,0
3880,5,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
684,1,1
0,0,1
0,0,1
0,0,1
0,0,1
817,1,0
0,0,0
1741,1,0
2339,2,0
3362,3,0
0,0,0
929,1,0
1596,2,0
0,0,1
0,0,1
