cumulative_distance,n_game_road_trip,win?
1470,1,0
3167,2,0
0,0,1
0,0,0
1378,1,0
2139,2,1
0,0,0
0,0,1
1079,1,1
0,0,1
0,0,0
1116,1,0
0,0,0
540,1,0
685,2,0
0,0,1
1997,1,0
2595,2,0
0,0,1
0,0,0
0,0,1
0,0,1
1379,1,1
1790,2,0
0,0,0
2764,1,0
4096,2,1
4679,3,1
0,0,0
131,1,0
0,0,1
2048,1,0
2379,2,0
0,0,0
1168,1,1
0,0,0
1116,1,0
3275,2,0
0,0,1
540,1,1
0,0,0
131,1,0
0,0,1
693,1,1
0,0,1
2806,1,0
3381,2,0
4433,3,0
0,0,0
0,0,1
1023,1,0
2252,2,0
0,0,0
0,0,1
0,0,0
0,0,1
1180,1,0
0,0,0
0,0,1
0,0,0
0,0,0
1023,1,1
0,0,1
0,0,1
1378,1,0
2887,2,0
0,0,0
0,0,1
0,0,1
0,0,0
1180,1,1
0,0,0
1062,1,0
2009,2,1
2353,3,0
0,0,1
1718,1,0
2049,2,1
3912,3,0
0,0,1
0,0,1
1181,1,1
