cumulative_distance,n_game_road_trip,win?
0,0,0
481,1,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,0
1502,1,1
2067,2,0
0,0,0
1697,1,1
2381,2,0
0,0,1
0,0,1
2452,1,1
3386,2,0
0,0,0
1390,1,1
0,0,1
0,0,0
1705,1,1
0,0,0
1626,1,1
0,0,1
0,0,1
1129,1,0
0,0,0
0,0,0
2111,1,0
0,0,1
1705,1,1
0,0,1
1126,1,0
0,0,1
2452,1,1
2452,2,0
3027,3,0
4648,4,1
0,0,1
0,0,1
0,0,0
0,0,0
2061,1,1
2875,2,0
3809,3,0
4392,4,0
4513,5,1
6910,6,0
7589,7,0
0,0,1
1129,1,0
1967,2,1
0,0,0
2293,1,0
3072,2,0
0,0,0
1697,1,0
0,0,0
1126,1,0
0,0,0
0,0,0
1198,1,0
0,0,0
874,1,1
0,0,0
0,0,0
