cumulative_distance,n_game_road_trip,win?
0,0,1
693,1,1
0,0,1
1935,1,1
2240,2,1
3945,3,0
4276,4,0
0,0,0
541,1,1
0,0,1
3539,1,0
3660,2,0
6721,3,0
9475,4,1
9475,5,1
0,0,1
565,1,1
0,0,0
1185,1,1
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
344,1,0
946,2,0
2002,3,1
0,0,0
0,0,1
693,1,1
824,2,0
0,0,1
0,0,1
0,0,0
306,1,0
963,2,1
1291,3,1
1490,4,1
2883,5,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
2164,1,0
3108,2,1
4729,3,1
7895,4,1
8769,5,0
9341,6,0
0,0,1
551,1,1
0,0,1
0,0,1
333,1,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
693,1,1
1413,2,1
0,0,1
0,0,1
693,1,0
3278,2,0
3790,3,1
0,0,0
0,0,1
1317,1,1
2335,2,0
0,0,1
1185,1,0
0,0,1
551,1,1
0,0,1
559,1,1
