cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
860,1,0
0,0,0
307,1,0
942,2,0
0,0,0
0,0,1
1651,1,1
0,0,0
665,1,1
0,0,1
0,0,0
1735,1,1
2146,2,0
0,0,1
184,1,0
2997,2,0
4618,3,0
5397,4,0
0,0,0
0,0,0
344,1,0
0,0,0
0,0,1
3447,1,0
4785,2,0
5911,3,1
0,0,1
329,1,0
1110,2,1
0,0,0
0,0,1
720,1,1
3526,2,0
4460,3,1
5426,4,0
0,0,1
406,1,0
0,0,0
0,0,0
602,1,0
2094,2,0
3224,3,0
4201,4,0
4532,5,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
602,1,1
0,0,0
1502,1,1
3256,2,1
0,0,1
1646,1,0
0,0,1
0,0,1
0,0,1
0,0,1
496,1,1
0,0,1
0,0,1
0,0,0
0,0,0
665,1,0
1160,2,0
0,0,0
0,0,0
307,1,1
1330,2,0
0,0,1
500,1,0
807,2,0
0,0,1
0,0,1
496,1,1
1270,2,1
0,0,1
0,0,1
1079,1,0
