cumulative_distance,n_game_road_trip,win?
657,1,0
0,0,1
1509,1,0
0,0,1
328,1,0
0,0,0
4035,1,0
5057,2,1
5632,3,0
0,0,0
854,1,0
2367,2,0
0,0,0
559,1,1
0,0,0
2286,1,0
3067,2,1
0,0,0
0,0,0
1186,1,1
0,0,1
0,0,1
781,1,0
0,0,1
0,0,0
129,1,0
0,0,0
0,0,0
0,0,1
500,1,0
2597,2,0
3276,3,1
0,0,1
0,0,1
0,0,1
0,0,1
559,1,0
1744,2,1
2946,3,1
0,0,1
0,0,1
307,1,1
0,0,0
0,0,0
500,1,0
0,0,1
0,0,1
781,1,0
0,0,1
0,0,1
1152,1,0
3178,2,1
4144,3,0
4704,4,1
6036,5,0
7618,6,1
9088,7,1
0,0,1
0,0,1
307,1,0
0,0,1
0,0,1
1756,1,1
3249,2,0
0,0,1
0,0,1
0,0,1
2208,1,1
2919,2,0
3965,3,0
0,0,1
0,0,1
0,0,1
8,1,0
0,0,1
129,1,1
1777,2,1
2108,3,0
0,0,0
0,0,1
0,0,0
657,1,0
